-2.0799,-2.0722,-0.9657,-0.53985,-1.5123,-0.279,0.10575,-3.0231,-0.11219,-1.3762,-1.5758,0.5839,-2.0064,-1.0417,1.7328,-0.14339
-2.3063,-1.6419,-0.71443,0.37511,-1.671,-0.45349,-0.25922,-1.9839,0.027556,-1.488,-1.2027,1.1265,-2.2477,-0.94418,1.4586,-0.92458
2.0935,-0.78728,0.92282,-0.2228,-1.6312,-0.080315,0.4079,-2.5366,0.023884,-1.5664,-2.0147,0.18457,-2.1622,-0.24831,0.61421,-0.78787
-2.3218,-2.5247,-0.70873,-0.0030565,-1.5812,0.62086,-1.2468,-1.9731,0.29798,-0.55418,-1.2643,0.71427,-2.4021,-0.71303,1.1369,-0.85127
1.971,-0.74686,0.16593,-0.43733,-2.9928,-0.6235,-0.60756,-2.9088,-0.58991,-1.2032,-1.4548,0.75478,-0.7615,-0.30074,0.8437,-0.93122
2.8387,-0.56943,-3.2497,-0.63754,-0.43575,-0.81088,-0.34256,-1.6307,0.21086,-1.2996,-1.0857,0.40622,-1.8782,-0.71947,1.8612,-0.66684
2.1988,-0.44173,-3.09,-0.38263,-1.4879,-0.10162,-0.05766,-1.866,-0.82297,-1.5182,-2.3813,0.654,-2.0913,-0.74702,1.1915,-1.1911
-0.29568,0.28105,-1.6753,2.9319,-1.908,-0.025475,1.1408,-2.416,0.97796,-1.2997,-1.672,-0.77768,-1.5544,-1.5412,1.2717,-0.78447
1.6995,-0.4836,-2.8645,-0.12618,-1.1101,-0.68829,0.21371,-1.8,0.78807,0.30663,-1.6077,0.12254,-2.0798,-1.0451,2.1763,-0.64066
0.89839,-0.48312,-2.2898,1.0745,-1.9553,-0.93532,-0.95379,-1.8189,0.54581,-1.0583,-3.1194,0.48722,-2.6685,-0.83575,1.5973,-0.87932
2.1298,-0.8351,1.1755,0.31994,-1.3396,-0.18302,0.11332,-1.9852,0.01004,-1.5223,-1.7798,0.24702,-2.1512,-0.45674,0.8393,-0.73956
-2.4223,-2.3884,-0.71616,-0.83436,-0.96877,0.29893,1.0525,-2.7787,0.030987,-0.79098,-1.6285,0.15425,-1.6865,-0.58376,1.752,-0.53785
-1.8173,2.7938,0.42626,0.70335,-0.22465,-0.57848,-0.24177,-2.0202,0.076881,-2.434,-2.1042,-0.40206,-1.7444,-0.26393,1.256,-0.53404
2.1208,-0.78345,0.96342,-0.12972,-1.6301,-0.1051,0.37831,-2.4787,0.021659,-1.574,-1.993,0.18508,-2.1782,-0.23253,0.67142,-0.8625
2.0917,-0.73126,1.5436,1.0086,-0.82978,-0.26488,-0.33969,-1.2149,0.038211,-1.4868,-1.4089,0.29878,-2.0383,-0.98253,1.0878,-0.61107
1.3069,-0.45753,-1.8749,1.9821,-1.7442,0.71672,0.22645,-3.1111,0.42555,-1.4932,-1.9697,0.32343,-2.1292,-0.098303,1.4652,-0.56018
1.824,-0.2983,-2.9087,-0.11137,-1.7184,-0.25081,0.11405,-1.9563,-0.32337,-0.78982,-2.5483,0.47583,-2.1955,-0.88009,1.4147,-1.0299
-0.15047,2.4656,0.49057,-0.19809,0.087737,0.53943,-0.78278,-2.6836,0.16494,-1.5662,-2.0044,0.70851,-2.0779,-0.14815,1.0191,-0.77437
1.8688,-1.1778,1.5127,0.90904,-0.74652,-0.16353,-0.31792,-1.1859,0.023153,-1.3942,-1.3522,0.40245,-2.0125,-0.91246,1.0815,-0.54663
0.59901,0.056018,-1.6268,2.7198,-1.8543,0.59223,-0.22993,-2.5509,0.89119,-1.5831,-1.9432,-0.39515,-1.9295,-0.86519,1.1072,-1.1228
1.6528,-0.79479,0.28158,0.46531,-2.5091,-1.4282,-1.6031,-1.549,1.1756,-1.259,-0.19442,0.47103,-0.87557,-0.21603,1.4057,-0.64276
1.0914,-0.44901,-1.7753,2.0149,-1.9329,0.59124,0.20263,-3.4461,0.75116,-1.3688,-2.2318,0.30223,-2.2431,-0.087399,1.6116,-0.53457
1.3459,-0.2414,-2.4708,0.77336,-1.5085,-0.65533,-0.77623,-1.5633,-0.06576,-1.1441,-2.6029,0.20242,-2.1981,-1.294,1.5537,-1.2331
0.74951,-0.49179,-2.2221,1.3623,-1.9857,-0.97635,-1.1528,-1.5033,0.64568,-1.1582,-3.0724,0.51282,-2.7251,-0.89914,1.4372,-0.87289
0.28709,0.30812,-1.6204,2.8223,-1.9737,0.59706,0.54789,-2.2969,1.1439,-0.43442,-1.6811,-0.55573,-1.8258,-1.2002,1.0055,-1.0199
-0.3913,0.25434,-1.6929,2.9384,-1.9541,-0.10213,1.2581,-2.4162,1.0086,-1.3655,-1.6769,-0.6604,-1.5734,-1.5376,1.2944,-0.75617
2.1322,-0.73463,1.4734,0.93007,-0.76965,-0.37077,-0.35092,-1.2242,0.19188,-1.4864,-1.2578,0.22147,-2.032,-0.87506,1.0943,-0.60102
1.1775,-0.4644,-1.8029,2.082,-1.8482,0.65446,0.19221,-3.3604,0.69157,-1.4197,-2.2025,0.24343,-2.2226,-0.037392,1.4524,-0.6316
-1.0112,-2.4444,-0.967,-1.2354,-0.78711,0.42658,-0.13082,-3.115,-0.76269,-0.57041,-0.99179,1.1591,-1.9566,-0.79306,0.46649,-0.97924
2.0913,-0.78456,0.99486,-0.081833,-1.5843,-0.10793,0.32904,-2.4137,0.023763,-1.5622,-1.9606,0.18968,-2.1215,-0.27283,0.68545,-0.85594
-0.63409,-2.0555,-0.53527,-0.58093,-0.70346,0.38632,-0.6597,-2.8284,-0.061657,-0.34758,-1.1193,0.74818,-2.1133,-0.61803,1.9281,-0.78165
1.414,-0.77024,0.69215,0.92181,-2.8427,-0.80905,-1.4569,-1.5787,-0.041606,-1.1203,-1.258,0.81149,-0.91059,-0.72894,1.3782,-0.59572
2.0969,-0.90125,1.5055,1.0084,-1.0161,-0.26392,-0.30723,-1.2122,0.072612,-1.4923,-1.4497,0.38385,-2.1346,-0.84149,1.0045,-0.5901
2.1907,-0.44135,-3.118,-0.39029,-1.5226,-0.12101,-0.084801,-1.8865,-0.84974,-1.5059,-2.354,0.65995,-2.1003,-0.76349,1.1975,-1.1914
-1.8896,2.8094,0.40491,0.68247,-0.32321,-0.55585,-0.20149,-2.0498,0.19421,-2.5134,-2.1438,-0.34449,-1.7626,-0.33929,1.2758,-0.5389
1.8789,-0.12239,1.6285,0.87793,-0.59259,-0.23404,-0.54416,-1.2812,-0.037942,-1.5696,-1.348,0.58841,-2.1122,-0.74883,1.0891,-0.32537
-2.1122,-2.5186,-0.034193,0.056714,-0.75453,1.1537,-0.44214,-1.5927,1.0065,-0.89349,-2.0572,0.53047,-2.1733,-0.1953,0.92164,-0.88409
2.2973,-0.91796,1.2526,0.71822,-0.65093,-0.68478,-0.42604,-1.1726,0.86102,-1.5624,-0.70959,0.16539,-2.0451,-0.56179,1.1312,-0.5896
1.4085,-0.68973,-1.4944,3.0507,-0.94259,-0.11494,-0.68478,-2.4479,-0.41968,-0.99211,-1.2321,0.19403,-2.1359,-0.21168,1.2299,-0.45534
1.1936,-0.5141,-1.67,2.729,-1.5327,0.70134,-0.22799,-2.2664,0.54413,-1.6684,-1.7308,0.37797,-2.171,-0.33863,1.1906,-0.57446
2.3628,-0.7919,1.4179,0.4899,-0.84309,-0.20861,-0.012792,-1.8248,-0.09169,-1.3364,-1.5522,0.29386,-1.884,-0.84684,1.4068,-0.62325
2.1362,-0.86092,1.5304,1.0256,-0.87503,-0.27633,-0.33312,-1.1965,0.042177,-1.4721,-1.4248,0.37685,-2.0468,-0.90947,1.1069,-0.56869
0.97486,-0.41616,-2.4127,0.84062,-1.9973,-0.96193,-0.91859,-2.1219,0.37411,-0.99114,-3.0583,0.39438,-2.5919,-0.93191,1.7291,-0.98116
2.2537,-0.52695,1.1709,0.49646,-0.39817,-0.87535,-0.5837,-1.207,1.2252,-1.6625,-0.31987,0.17779,-2.0572,-0.28918,1.1261,-0.42536
-2.2409,-1.5417,-0.81679,-0.87445,-1.2082,0.28987,1.7743,-2.3332,0.15373,-0.37503,-1.29,1.562,-1.8271,-0.46463,1.7521,-0.97227
1.0999,-0.44857,-2.3944,0.58112,-1.9583,-0.87137,-0.61507,-2.4167,0.45736,-0.88165,-3.2478,0.43206,-2.5855,-0.75733,1.882,-0.90772
1.4314,0.50074,0.55039,-0.27966,-2.3547,-0.70281,-0.96299,-2.942,-0.56774,-1.1889,-1.2778,0.027988,-0.33764,-1.0783,0.68011,-1.325
