0.65896,-0.47979,0.29763,0.89423,-2.8349,-1.3224,0.65655,-1.1543,-0.20363,-1.7239,-0.93857,1.304,-2.4281,-0.94061,1.3799,-0.69455
1.087,-0.691,0.55128,0.87938,-3.2904,-0.77346,-1.4234,-1.6384,0.21253,-1.2047,-1.5095,0.70963,-1.0126,-0.53458,1.3718,-0.58275
1.6858,-0.39667,-1.395,-0.66428,-2.0571,0.57132,0.11106,-2.3575,-0.99181,-1.6879,-1.3184,0.6343,-2.2629,-0.47806,1.1469,-1.4078
0.98869,-0.56797,0.2874,0.23353,-3.8226,-0.7648,-1.0239,-2.4926,0.35708,-1.0413,-1.9818,0.59329,-0.56347,-0.21762,1.6422,-0.6199
2.2291,-0.56566,-0.46932,-0.96079,-2.7062,0.29312,0.26656,-2.0912,-1.0454,-1.8064,-1.0219,0.28978,-2.0896,-0.58023,0.98362,-0.57044
1.7433,-0.38442,-1.5105,-0.80996,-1.9988,0.52199,0.12447,-2.4222,-0.92472,-1.5878,-1.4298,0.61784,-2.1968,-0.79037,0.78583,-0.7584
-0.17433,2.5884,-0.29512,-0.86429,-0.47321,0.17627,-1.2905,-3.5883,-0.87315,-1.2656,-1.1498,0.61817,-1.9723,-0.75925,0.73972,-1.2572
1.5461,-0.44356,0.019153,-0.36342,-3.0639,-0.28936,0.25329,-2.6615,-0.2443,-0.58078,-1.3295,0.064692,-2.3972,-0.73489,1.2578,-0.60436
2.1892,-0.56456,-0.44685,-0.91556,-2.7539,0.30804,0.26085,-2.0662,-1.0571,-1.851,-0.99891,0.28692,-2.1191,-0.46866,1.0478,-0.7755
1.075,-0.71163,0.56021,0.89428,-3.4074,-0.88605,-1.4778,-1.6981,0.24455,-1.1688,-1.591,0.8281,-0.58258,-0.47221,1.3081,-0.55315
1.6097,-0.49831,0.056392,-0.36336,-2.9726,-0.33865,0.16389,-2.7241,-0.31323,-0.69633,-1.3272,0.11034,-2.3986,-0.71885,1.178,-0.65182
1.505,-0.29216,-0.58778,-0.73253,-3.5179,0.40043,0.48313,-1.8897,-0.38439,-1.271,-1.2813,0.010328,-2.2757,-0.49436,1.9362,-0.38568
2.4076,-0.57364,-0.80891,-1.3401,-2.4642,-0.14563,0.17856,-2.1028,-0.19534,-1.8559,-0.36905,0.044774,-2.0505,-0.38437,0.8018,-0.28145
1.6528,-0.79479,0.28158,0.46531,-2.5091,-1.4282,-1.6031,-1.549,1.1756,-1.259,-0.19442,0.47103,-0.87557,-0.21603,1.4057,-0.64276
1.9268,-0.42291,-1.7994,-1.1089,-1.7082,-0.047682,-0.037668,-2.3144,0.22297,-1.8259,-0.24544,0.29142,-2.2456,0.022724,1.1834,-1.4498
-0.79551,-2.0646,-1.6697,-1.8648,-0.83938,1.349,-0.39107,-2.2933,-1.0105,-0.93395,-0.29722,0.79309,-1.8369,-0.057204,0.97772,-1.0483
1.0733,-0.59955,0.19587,0.049629,-3.3369,-0.5404,-0.41481,-2.6896,0.11109,-1.2107,-1.7639,0.11227,-2.6915,-0.51215,1.6611,-0.52709
2.2815,-0.58372,-0.40797,-0.90673,-2.6066,0.28873,0.24501,-2.0504,-1.0796,-1.7725,-0.96402,0.31298,-2.0686,-0.61005,1.1483,-0.59672
0.1991,-0.44685,-0.59744,1.0829,-2.6564,-0.37038,-1.0833,-2.0465,0.40894,-1.2855,-1.9303,0.51342,-2.9293,-0.68756,1.4118,-1.0919
2.1888,-0.56333,-0.45195,-0.92637,-2.7609,0.30949,0.26729,-2.0785,-1.0572,-1.8519,-1.0043,0.28494,-2.1198,-0.46252,1.0435,-0.77848
0.62267,-0.48295,-1.8717,2.768,-2.3313,0.21998,-0.68253,-2.7847,0.67069,-1.453,-1.7504,0.43588,-2.4875,-0.46709,1.2699,-0.50396
2.1892,-0.56456,-0.44685,-0.91556,-2.7539,0.30804,0.26085,-2.0662,-1.0571,-1.851,-0.99891,0.28692,-2.1191,-0.46866,1.0478,-0.7755
1.414,-0.77024,0.69215,0.92181,-2.8427,-0.80905,-1.4569,-1.5787,-0.041606,-1.1203,-1.258,0.81149,-0.91059,-0.72894,1.3782,-0.59572
2.355,-0.61097,-0.31374,-0.8145,-2.4568,0.27914,0.20761,-1.9772,-1.1344,-1.7221,-0.87431,0.34381,-2.0389,-0.64724,1.3942,-0.64151
2.2977,-0.58908,-0.39163,-0.88935,-2.5726,0.28402,0.23612,-2.0338,-1.0898,-1.7583,-0.9483,0.31775,-2.0604,-0.62723,1.1867,-0.58388
2.2435,-0.57329,-0.43723,-0.92885,-2.6746,0.29562,0.25755,-2.0709,-1.0635,-1.8023,-0.99143,0.29964,-2.0874,-0.56511,1.074,-0.63422
2.0969,-0.90125,1.5055,1.0084,-1.0161,-0.26392,-0.30723,-1.2122,0.072612,-1.4923,-1.4497,0.38385,-2.1346,-0.84149,1.0045,-0.5901
2.262,-0.54512,-0.61247,-1.1306,-2.6945,0.24613,0.28987,-2.1745,-0.96289,-1.7226,-1.1595,0.26267,-2.0337,-0.87673,0.5485,0.087019
2.1892,-0.56334,-0.45166,-0.92717,-2.7615,0.31085,0.26724,-2.0791,-1.0547,-1.8532,-1.0041,0.28725,-2.1199,-0.46567,1.0436,-0.77892
2.3599,-0.61302,-0.30544,-0.82103,-2.4838,0.27929,0.20537,-1.9926,-1.1654,-1.7301,-0.85574,0.34754,-2.0491,-0.63849,1.326,-0.68007
2.1891,-0.56273,-0.45421,-0.93258,-2.765,0.31157,0.27047,-2.0853,-1.0548,-1.8537,-1.0068,0.28626,-2.1203,-0.4626,1.0415,-0.78041
0.29328,-1.876,-1.7096,-1.3298,-1.4321,0.82712,-0.15389,-2.3047,-0.94287,-1.1987,-0.59992,0.50828,-2.0135,-0.26319,0.99175,-1.3302
2.1894,-0.56395,-0.44911,-0.92177,-2.758,0.31012,0.26402,-2.073,-1.0547,-1.8528,-1.0014,0.28824,-2.1195,-0.46873,1.0457,-0.77743
2.6022,-0.63656,-0.72253,-1.2782,-2.112,-0.33525,0.069533,-1.9564,0.082184,-1.8599,0.19317,0.0038777,-2.0203,-0.14695,1.436,-0.68623
2.1662,-0.56338,-0.52794,-0.93867,-2.8737,0.24705,0.16422,-2.1268,-1.1294,-1.8101,-0.92432,0.32229,-2.0865,-0.50816,1.0654,-0.77996
2.0857,-0.43294,-2.7453,1.0132,-1.8251,1.1026,0.41922,-3.1421,-0.81214,-1.8167,-1.0489,0.57955,-1.8473,-0.31711,1.0226,-0.82378
0.48511,-0.79856,0.37909,0.76043,-3.6741,-0.71632,-1.2964,-1.7533,0.48532,-1.2094,-1.745,0.50472,-1.2105,-0.42927,1.2587,-0.50917
1.4314,0.50074,0.55039,-0.27966,-2.3547,-0.70281,-0.96299,-2.942,-0.56774,-1.1889,-1.2778,0.027988,-0.33764,-1.0783,0.68011,-1.325
1.0762,-0.69366,0.51701,0.78358,-3.4634,-0.87066,-1.409,-1.8318,0.2475,-1.1607,-1.6476,0.79855,-0.57936,-0.42716,1.3289,-0.57428
0.72004,-0.60205,0.39546,0.83931,-3.7353,-0.79506,-1.3199,-1.7713,0.46279,-1.3172,-1.7888,0.54089,-1.2137,-0.40677,1.3044,-0.55655
1.2335,0.017568,0.19823,-0.33016,-2.4317,-1.4757,0.9773,-2.8936,-0.93552,-1.6201,-0.93415,1.3629,-2.1975,-0.74633,0.73781,-1.1887
2.1714,-0.56501,-0.52255,-0.95313,-2.906,0.25074,0.17103,-2.1515,-1.1688,-1.8238,-0.90351,0.31682,-2.124,-0.4977,0.98677,-0.82866
1.8002,-0.45203,-0.17687,-0.58737,-2.894,0.043911,0.34986,-2.2704,-0.44252,-1.0107,-1.2705,0.11491,-2.2266,-0.74596,1.3991,-0.34021
