-2.3884,1.1613,-5.2641,-2.7645,0.0094765,-0.57323,0.53687,-1.3591,-0.29896,0.57798,1.0295,-0.50943
-2.901,0.19426,-4.2117,-1.5748,1.392,-0.27588,0.62086,-1.1016,0.49678,3.1995,1.1507,0.0022811
-0.015312,5.332,1.6126,-1.4648,-3.0675,0.86031,0.27511,0.071061,0.38552,2.7179,-2.4009,2.9663
-0.7463,6.8763,0.7724,-3.6831,0.85677,0.20191,-0.90721,-1.7267,-1.5666,1.34,1.0185,-1.4844
-2.2349,0.44972,-1.6553,-3.2021,-3.6608,0.99277,-0.35454,0.60272,-0.93116,-0.02637,0.16372,0.91348
0.89807,5.5935,2.0233,-0.93578,-0.22232,-0.48264,2.8219,-2.38,0.18077,0.070553,-1.2099,0.020328
-2.8467,0.59353,-4.2293,-1.64,0.59396,-1.3278,0.1608,-1.5835,0.60225,2.0946,1.4375,0.10686
-1.8462,-0.34066,0.55979,-0.49916,1.513,0.29981,-0.64824,-1.316,0.40355,0.054502,0.49163,-0.16632
-3.3176,-0.051329,-2.2845,-4.4791,-1.2208,0.13555,0.63304,2.0594,-0.22981,-1.2846,-0.71057,-0.65748
-2.5265,-0.17934,-0.62279,-2.3984,-3.5002,-0.81896,-1.2256,0.21537,-1.2044,0.18435,-0.24497,1.4234
-0.93417,0.53028,-2.0398,2.4667,-0.43677,-0.56565,2.2227,-1.8678,0.83947,-0.59861,-1.1978,1.016
-1.8489,0.66154,-4.0035,-1.1195,-0.54645,-2.5897,-1.0285,-2.2634,1.3815,0.26699,1.7948,0.12368
5.4896,0.36515,-1.5025,-3.802,0.52367,3.4229,2.7671,-0.51746,-0.059612,1.7885,-0.79676,-1.6918
1.1342,6.6512,3.0713,-0.646,-2.3332,0.23747,2.9304,-0.25015,0.65037,1.334,-1.0818,0.48704
-1.3929,6.8966,-0.61618,-4.3286,2.357,0.38869,-1.2885,1.5136,-0.29515,-0.85266,-1.2497,-0.79262
