-2.3884,1.1613,-5.2641,-2.7645,0.0094765,-0.57323,0.53687,-1.3591,-0.29896,0.57798,1.0295,-0.50943
0.39295,1.2608,-3.4188,1.5913,-1.9418,-1.6083,0.90196,-1.155,0.36919,-1.8396,-0.35962,1.2641
-2.901,0.19426,-4.2117,-1.5748,1.392,-0.27588,0.62086,-1.1016,0.49678,3.1995,1.1507,0.0022811
-0.015312,5.332,1.6126,-1.4648,-3.0675,0.86031,0.27511,0.071061,0.38552,2.7179,-2.4009,2.9663
-2.6734,0.79338,-5.4793,-2.6297,0.74322,-0.18312,0.37145,0.058727,-0.60019,-1.3989,-0.86973,-0.06801
0.89807,5.5935,2.0233,-0.93578,-0.22232,-0.48264,2.8219,-2.38,0.18077,0.070553,-1.2099,0.020328
-2.3858,0.2375,-2.7754,-0.71735,0.044488,-1.3027,-0.21613,-2.4531,-1.3614,-0.86276,0.40089,0.3807
-2.5563,1.1265,-0.32138,-2.7799,-2.8813,-0.045528,0.39642,-0.25668,-1.8282,1.2948,0.95878,-0.79406
-2.8467,0.59353,-4.2293,-1.64,0.59396,-1.3278,0.1608,-1.5835,0.60225,2.0946,1.4375,0.10686
-1.1976,0.80168,-3.8528,1.2567,-1.6843,-0.35132,-1.3041,-1.5073,-0.058947,-1.0362,-0.0049693,-0.34859
-2.656,0.81122,-5.5005,-2.7042,0.7244,-0.23478,0.38526,0.046748,-0.6528,-1.418,-0.82994,-0.062549
0.15319,2.2979,-5.2403,-0.21138,-2.0053,1.5821,3.7031,-0.51254,0.9246,-0.58078,-1.0298,-0.43299
-3.9411,-1.5711,1.6734,1.1407,-0.31688,1.1915,0.11809,0.49058,0.32717,-0.30332,0.063372,-0.018261
0.16883,6.0602,0.70183,-1.0692,-0.34045,-0.42475,-2.9768,-0.36334,-0.25199,0.030663,-0.72495,-1.0304
-0.41213,1.2213,-1.5857,-0.7028,-2.4627,-1.3232,2.5828,-1.5122,-0.14935,0.71767,-1.7829,-0.40272
-1.4178,0.61256,-1.801,-1.6459,-1.8335,-1.0781,-0.88615,-1.0765,-1.168,-0.69075,-0.0031993,-0.45095
-1.3475,1.5893,-2.9478,0.85713,-1.4303,0.98895,-0.090785,-2.8556,-1.0058,-0.49272,1.8592,-0.85482
-2.0077,0.55844,-3.3646,-0.60188,-0.31936,-0.346,-0.070783,-1.8706,-0.96764,-1.3849,0.5504,0.05818
0.51112,1.2802,-3.3889,1.8693,-1.952,-1.412,1.1174,-1.0893,0.76313,-1.9314,-0.64037,1.3175
6.5127,-0.99905,-0.12235,-0.68843,-0.65268,0.38501,0.81714,-1.0085,0.70939,0.97506,-1.5089,-0.4759
-1.0927,0.88759,-3.685,1.0444,-1.8721,-0.1223,-1.1504,-1.6812,-0.14349,-1.116,0.26791,-0.47782
0.13782,2.2509,-3.7676,0.52011,-1.7135,1.145,4.0517,-1.6948,0.79615,-0.8248,-0.5288,-0.059552
-1.339,0.76467,-3.6425,0.2832,-1.5062,-1.0768,-1.052,-2.0504,-0.77932,-0.9849,0.23559,-0.054516
1.1342,6.6512,3.0713,-0.646,-2.3332,0.23747,2.9304,-0.25015,0.65037,1.334,-1.0818,0.48704
0.19826,1.9678,0.14594,0.34161,-4.8533,-0.70601,2.8595,0.0071706,1.1678,0.52432,-1.8545,0.70232
-1.3929,6.8966,-0.61618,-4.3286,2.357,0.38869,-1.2885,1.5136,-0.29515,-0.85266,-1.2497,-0.79262
5.1363,1.3335,-2.458,-2.7062,-0.73851,3.5303,2.7344,0.048161,0.42199,2.7527,-1.3597,-2.4621
