7816247;8;116
63313;0;93
6271326;9;85
4074685;5;52
10050268;7;177
412440;9;144
10580589;5;44
3964237;4;157
7342306;7;241
4970973;3;222
8779871;4;25
12294653;4;252
10266762;7;88
276319;7;158
12454067;7;3
12456673;0;53
8265196;0;25
10303895;7;116
15189149;9;247
4580703;3;196
5259936;8;44
3894425;5;236
15712943;3;146
3985287;3;17
9151001;6;84
16600147;6;65
3608552;2;223
10129964;8;195
9221809;5;240
15066452;1;212
8846052;1;149
9799050;4;60
1536841;7;239
16391735;1;92
7241672;6;225
16149345;1;49
1558072;5;220
15681502;0;28
3503218;2;0
12591777;9;61
6278211;1;228
14560957;2;82
3107360;7;35
8274835;9;183
6019013;9;66
16383423;0;207
8161486;0;212
2866489;0;76
1051296;5;147
7090872;9;227
3925799;2;96
11446981;4;90
7567435;4;126
10782452;4;90
14571728;4;89
3575342;7;216
12300238;2;13
8699946;2;69
8754258;2;198
16425077;7;16
5932096;3;73
3283931;7;216
4586910;9;39
10671069;7;44
11781676;4;202
1750388;9;34
129293;3;244
9164599;1;66
11990868;0;242
5715925;9;143
8481703;7;228
9490211;1;121
8000160;3;11
7615741;9;7
137220;7;12
144561;6;80
6843293;8;3
2079974;3;24
7890890;0;33
11022232;3;149
9816808;5;104
8779275;8;147
10386108;4;72
9231092;4;220
9242865;9;223
9853278;9;3
8741797;2;251
1569581;8;171
6560626;3;196
10251776;6;57
14571728;6;30
11386399;2;190
7615741;8;164
3981574;0;64
7131809;2;248
6726627;2;102
13081765;9;188
11629039;1;90
12725859;3;182
180067;0;237
14725415;7;116
3186422;4;119
10271112;2;17
11601224;6;138
14755242;3;252
14221498;7;117
15174099;2;60
5442915;6;32
8555314;2;225
10248582;3;126
13161897;4;201
9037859;8;34
8473824;4;174
8219559;6;244
15219559;0;39
11042055;4;46
16123791;8;155
16730321;0;18
15401543;5;131
3824784;1;80
4834059;6;248
8091562;2;65
5340468;2;205
7407857;3;130
7558166;6;86
1239370;4;253
10312155;5;240
16586998;7;87
9711918;3;134
9786683;1;73
9730298;1;76
