3711288;3;23
10129177;2;247
15158934;9;97
3713563;5;56
158031;2;75
1524520;9;128
15149585;4;183
4617870;5;188
16699191;4;154
12144292;9;163
6785411;0;114
577327;7;55
14918;4;252
9925686;1;180
6889982;8;247
8138267;5;109
16240793;8;182
7202088;6;165
16642544;8;235
9221284;4;180
15267391;2;166
1108318;3;216
1405513;9;99
2267886;1;85
14852638;3;106
8799679;6;150
7787594;7;55
6689657;6;54
16252221;8;138
11819070;6;196
11042691;6;121
9478935;2;153
11459352;3;123
14402123;3;225
8023905;5;21
4388356;7;99
16435114;9;2
14326617;9;81
4934372;6;228
2600742;0;80
14533971;3;21
15439798;8;236
7086740;7;165
9478384;5;119
13674688;4;14
14910886;0;176
16414594;6;147
5250456;6;111
6746500;7;2
15908738;0;30
2030355;2;101
9979284;2;232
3198709;2;179
3645875;3;33
4471295;5;246
1409611;9;135
3509103;7;195
7202088;5;167
1253451;3;27
9666349;7;243
8477151;9;49
12754055;9;52
7202088;9;232
10267789;0;3
14919744;1;197
11309039;3;231
15974718;2;68
257094;3;213
12785669;0;126
3503159;4;252
4251507;2;25
13726023;7;51
12369675;4;10
15945127;0;212
2197152;6;39
3350829;9;34
15439798;9;37
7694081;4;111
249674;2;59
14452472;0;216
2560608;6;25
16034496;8;81
8006944;9;120
6531941;4;94
1786897;0;212
14854098;1;120
12801093;0;51
13553146;5;202
1027912;2;26
14365043;5;61
6822011;3;52
7464488;7;90
14326617;0;201
7781978;8;197
12913232;9;199
3579206;8;114
16142726;2;0
11125231;9;178
6568433;0;141
11859901;2;53
1645384;1;19
3198709;6;168
6779676;2;75
4471295;2;52
12785669;0;117
5424992;6;146
12746739;7;242
2669158;0;30
13544674;6;84
15873183;7;198
16436014;6;20
8103131;0;50
1027912;3;192
15439798;4;99
3198709;8;123
8752357;0;159
249674;3;192
5198586;3;124
11459352;0;50
848602;0;251
13281761;5;55
4735366;0;177
3830196;7;137
4895614;1;6
1108318;3;29
10231927;5;236
13779994;6;229
14695393;1;124
2014733;1;158
5446012;7;233
14064836;9;128
2629393;2;157
12913232;9;4
8023905;3;126
13946726;2;149
4347721;0;125
4957412;6;54
2550240;5;17
9221284;4;252
13597007;1;207
6889982;3;198
7504656;5;40
11227451;4;251
420360;3;221
7618295;5;172
13594923;2;86
15596338;5;100
9691357;9;13
14714435;0;47
16414594;3;61
9985127;9;196
14354977;9;110
11745899;5;31
12369675;7;167
12649682;9;222
12976190;3;6
13190973;6;130
13720276;5;75
5561774;7;156
5335174;6;186
16763191;0;219
7047605;7;53
5085694;9;141
898572;0;36
16252221;9;122
980624;3;166
14365043;7;177
4755793;0;192
6406994;0;210
16435114;1;235
13844921;4;62
1787533;3;255
14506369;5;140
1990158;6;142
3098728;3;240
11519059;6;107
2194099;2;108
2994390;2;31
9982083;0;46
9943320;6;142
2418424;5;38
13582920;4;36
6414434;6;8
4252690;8;217
11654316;5;225
9982083;0;144
8643674;2;7
15729833;1;28
13553146;0;80
11550424;5;110
3644872;0;211
16712261;9;197
11390211;6;128
13946726;8;194
9969749;8;171
458693;8;225
11752563;4;7
13544674;6;185
14105350;3;0
15461665;1;235
16741524;9;40
10075636;5;45
7004556;0;175
12803310;8;112
1864984;6;3
15896443;5;208
1953002;1;108
16712261;8;226
13884738;5;208
10577233;6;165
4058286;2;234
2157810;5;52
9791309;1;119
16594082;0;137
3407287;3;120
1645384;4;66
16346687;4;0
191080;3;172
11525352;9;191
5992110;5;170
13190973;0;95
10255863;9;239
16436014;9;186
10492194;1;205
12741720;9;85
6406994;2;85
3948552;2;211
15661849;0;237
13529187;7;99
6949235;9;119
15527444;6;208
8006944;2;108
15729833;3;0
13934128;7;163
1786897;7;184
7202088;5;108
11390211;7;88
13720276;0;57
5592654;6;26
7436100;8;87
12914023;7;185
13622436;1;228
6426709;7;96
6844310;4;175
5179705;5;64
15908738;0;149
4058286;6;53
6715156;7;203
7247642;2;253
6370489;6;251
10340371;3;215
13147038;7;143
5137683;4;71
12485971;0;239
6479441;5;128
5216282;9;157
16642544;4;223
7941001;0;219
13832301;9;3
8232799;1;97
16712261;8;70
15432130;2;149
3345184;7;152
10577233;4;171
16273070;1;222
2102666;3;36
13977808;4;255
11390211;2;219
1357721;9;66
6073310;8;182
15977834;3;41
9985127;0;216
1786897;2;155
4343075;9;131
8977960;3;88
16309909;0;225
5209998;5;108
13594923;0;171
13373090;2;89
12507451;6;26
2323828;1;181
4388356;3;243
1733614;9;47
7652445;0;174
12585005;3;224
8404246;4;84
7504656;8;250
4011680;2;101
13439120;4;174
15527444;5;173
14188919;9;32
191420;0;83
4231259;9;105
16142726;2;109
3991255;4;209
1645384;2;16
6785411;8;86
6575926;0;214
11745899;2;47
12796981;0;91
13373090;0;135
12110746;2;50
14976684;7;73
10161875;9;57
6717168;3;110
8314948;5;42
11443808;5;27
5225558;5;251
13622436;4;51
10678659;7;143
13040060;2;69
15702896;5;167
4050065;4;35
16509885;8;207
1485852;0;56
9696191;1;157
13832301;6;163
3927929;1;151
12485971;0;158
420360;3;197
4231259;7;62
5424992;5;34
4791110;3;53
13069550;3;36
1751721;7;130
7004556;2;86
14910886;9;243
11771558;6;253
11172528;3;99
14995982;6;234
8090869;8;178
846812;3;179
13090647;5;181
15857198;2;86
12507451;6;254
15092238;4;18
6036775;1;10
8972261;8;126
577327;1;240
4379962;4;71
8972261;9;205
3540931;3;28
4251507;2;136
7781978;1;91
7202088;4;66
10577233;3;15
13436447;3;237
2552548;5;67
568022;5;121
7709680;7;170
10548340;6;27
11519059;8;77
12948582;8;218
12801093;7;147
8977960;8;52
2450000;0;236
1409611;9;75
16435114;9;253
14951162;5;139
16664479;9;236
7321126;6;18
10075636;6;145
3679097;3;103
12492004;7;21
8312738;8;175
3098728;8;143
16273070;0;221
7236527;4;5
6253691;4;140
14128380;0;51
11525352;8;224
1758155;8;50
4471295;4;243
6416598;0;212
7498614;0;232
16100386;7;122
12235221;9;173
10584493;7;80
6689657;1;106
4085898;8;120
15989975;6;124
8238632;6;190
6575926;4;71
11896604;8;253
6288803;7;94
3323316;8;87
1522871;0;20
12914023;8;237
3039737;0;123
16509885;8;197
4251507;8;208
1490349;2;52
6516277;7;213
13487519;6;190
10039279;8;127
16111951;8;202
10624781;0;227
13699513;0;180
9450328;9;97
3250988;2;116
6549706;1;31
16240793;5;28
2729198;0;14
14976684;0;125
16664479;5;164
9888679;7;142
212748;2;36
15432130;9;67
6746500;4;26
6874069;8;156
10075636;7;186
1027912;7;84
1761805;8;174
13707202;4;170
2477367;2;59
8185246;7;59
11618584;9;254
8799679;5;57
5198586;9;206
13550960;1;242
7941001;4;53
4252690;1;231
15181655;9;124
9458053;6;191
5599979;8;138
191080;5;210
14365043;3;96
11600699;3;131
12195296;2;71
2646223;6;99
12088726;5;22
12754055;5;163
4735366;1;118
13632547;0;194
13090647;5;46
11434256;7;180
16435114;1;65
1953002;2;222
8977960;2;221
11443808;6;5
16664479;8;75
