9063429;247
11366648;181
166310;193
7200576;203
13457793;101
12076025;69
9519148;167
13307627;36
806825;192
8362700;226
4353624;229
9166691;222
2757761;131
8740856;37
4764885;163
2217382;79
9188450;108
6625944;29
6937170;47
55899;234
6294337;3
259056;22
6439989;201
13898300;155
8689300;12
11685024;12
10368874;248
11726372;53
408855;40
2245365;45
9535206;237
6132977;208
1955687;174
199421;180
9909144;69
13066305;109
12847043;49
1154598;94
9161937;164
5745237;17
7911893;65
6052936;247
5330678;253
10278713;173
1438621;167
16576258;198
2610419;118
8459328;71
14755504;41
13084700;1
3392036;197
2585310;66
13115767;103
9044276;170
8420820;135
13686473;182
8505711;240
6003352;79
4786966;126
9164974;20
5766571;121
16613621;156
4031763;180
9591438;6
4488953;159
12172020;40
304717;93
1760681;111
1233224;244
5573009;157
11613607;75
13882066;22
10051907;104
9246595;199
16105319;40
6108012;193
3383312;86
10668281;246
459958;190
1025571;180
8935484;165
3593476;74
5260729;232
5266758;241
14043884;35
5908193;207
572620;142
14184150;169
1916954;47
5745705;14
1878211;205
4132509;44
16241516;170
13538585;133
2068172;129
15318313;214
14942034;188
8675624;8
5926322;135
2996560;45
