1.3796,0.25178,1.6368,0.44835,-0.16991,0.24535,-0.44426,-1.4109
2.1232,-0.38895,-2.4862,1.045,-1.4338,1.5884,1.1744,-2.7254
0.9171,-0.59276,0.32393,0.47505,-3.7731,-0.62819,-0.93728,-2.3343
2.1263,-0.63939,-0.1714,-1.3049,-1.7078,0.83837,1.2116,-1.6178
-0.60783,0.76397,-1.1063,0.37434,-1.8919,-2.1226,1.1384,-2.5358
-0.23939,2.2085,-0.51068,-1.1506,-0.56261,0.68208,-0.66503,-3.2681
0.98756,-0.44102,-2.262,2.2601,-1.6766,-0.0097362,-0.29469,-2.7941
2.1057,-0.92411,1.4717,1.0152,-0.83946,-0.11855,-0.078994,-1.2048
2.0964,-0.86012,1.4873,1.0108,-0.80489,-0.12824,-0.10672,-1.2116
1.2949,-0.59545,-1.3386,2.8458,-1.028,0.59941,-0.090546,-2.5561
1.9158,-0.71581,0.89265,-0.10348,-1.7638,0.15805,0.78129,-2.3392
-1.5674,2.4879,-0.055023,0.19424,-1.0448,-0.79932,1.0091,-2.5465
1.6243,-0.78028,0.65949,0.58728,-2.1056,-0.42336,-0.38688,-1.9365
1.575,-0.46804,0.023067,-0.36804,-2.91,-0.12382,0.52316,-2.5513
1.8877,-0.51316,-0.30684,-0.64961,-2.8158,0.34651,0.56643,-1.9291
1.3334,-1.0913,1.3784,-0.24922,-0.16396,0.50238,0.15716,-1.9583
1.2744,-0.61534,0.26049,0.54768,-2.7201,-0.11631,-0.3358,-1.423
1.2951,-0.62656,0.29013,0.66063,-2.6467,-0.10814,-0.41369,-1.2335
2.1368,-0.5419,-0.56467,-0.92733,-2.8736,0.4652,0.54241,-1.8492
0.40936,2.5449,0.88528,0.02172,1.1858,0.64502,-0.64986,-2.3668
0.63944,1.9303,-0.030399,-0.98343,0.55946,0.15431,-0.25408,-3.0726
0.1951,-0.3976,-0.60787,1.0681,-2.5199,-0.16407,-0.7694,-2.1059
2.2238,-0.56769,-0.43606,-0.82686,-2.5726,0.49826,0.57934,-1.6961
-1.1879,3.4124,-0.9662,-0.21653,-1.7525,1.3427,-0.97581,-1.0423
1.4733,-0.56893,0.16967,-0.28234,-2.8652,-0.15014,0.3516,-2.692
0.64116,-0.55549,0.28036,0.81014,-3.3323,-0.43933,-0.62282,-1.8316
-0.46611,3.3909,-0.98291,-1.3253,-1.1554,0.8536,0.067519,-2.827
1.1306,-0.54453,0.18043,-0.083932,-3.146,-0.19367,0.16426,-2.6606
0.95108,-0.45309,-1.6901,2.8226,-1.5345,0.74978,0.044529,-2.3549
1.1973,-0.2672,0.54064,0.54424,-2.4894,-0.31627,-0.084543,-1.9045
-0.16867,2.6256,-0.30341,-0.95692,-0.46439,0.4688,-0.7924,-3.4526
2.7081,-0.56491,-2.7142,0.96979,-0.53675,0.64733,0.51174,-2.6592
0.35895,0.21242,-0.59361,0.0049927,-1.4559,0.55778,-0.16007,-2.2475
-1.7988,2.9018,-0.73407,0.11293,-1.4646,0.47362,1.3152,-0.58605
-0.79917,0.97358,0.67337,1.1412,-2.5552,-1.6612,1.9338,-1.2045
1.0235,-0.68036,0.13214,-0.1268,-3.1275,-0.23326,0.068718,-2.703
2.4092,-0.46557,-2.9972,-0.3095,-0.99898,0.038834,0.12983,-1.5927
-1.3656,2.0077,-0.24526,0.21797,-1.3679,0.32067,-1.5464,-2.3854
-2.2457,-1.4511,-0.94726,-0.97881,-1.2591,0.67541,1.9822,-1.9559
-2.8611,0.51482,-0.28239,0.80894,-1.1255,-0.95272,1.7523,-1.321
0.93634,-0.1438,-0.012907,-0.11033,-3.0391,-1.0234,2.1438,-2.1667
2.2322,-0.58357,-0.43048,-0.83013,-2.5358,0.49532,0.57244,-1.691
-1.7649,-1.6521,-0.9646,-1.2422,-1.2604,1.7996,0.65888,-2.0337
2.1336,-0.89538,0.77692,0.4175,-1.5528,-0.46003,-0.30835,-2.0721
0.19177,-0.45331,-2.194,2.1361,-2.1756,-0.32018,1.0596,-3.7365
0.5644,-0.50264,-0.6451,0.58667,-2.2231,-0.10179,-0.46567,-2.5493
-2.0286,-1.2451,-0.71808,-0.71416,-1.2158,0.18885,1.9387,-2.3677
0.6831,-0.42489,-2.2768,1.3493,-1.9292,-0.76346,-0.94798,-1.6893
1.3007,1.371,0.095569,-0.88236,1.1213,0.16403,-0.19359,-2.8195
1.8515,-0.57099,0.158,-0.45834,-2.5123,-0.25278,0.14074,-2.8166
1.4362,-0.60526,0.55742,0.34871,-1.9819,-1.4273,1.3042,-2.2443
-1.1305,3.5139,-0.61447,-0.13918,-1.3735,1.619,-0.34578,-0.75689
0.28312,-0.16832,-2.0411,2.4366,-2.2605,-0.50493,1.473,-3.26
2.2068,-0.55572,-0.47243,-0.89316,-2.6408,0.51688,0.62737,-1.764
1.1035,-0.40625,-2.4521,0.49886,-1.8594,-0.60153,-0.32001,-2.4631
0.80738,-0.44062,-2.0078,2.6739,-2.0918,0.51982,-0.36829,-2.6561
2.1974,-0.56149,-2.5301,0.89346,-0.58866,-0.14408,-0.67289,-0.36609
0.86829,-0.50859,0.51778,0.86272,-3.634,-0.7646,-1.3897,-1.9422
2.0388,-0.7669,0.91552,-0.17708,-1.5863,0.15143,0.72871,-2.3686
2.0497,-0.61218,-0.43264,-0.83697,-2.5657,0.55447,0.68925,-1.6231
0.65741,-0.56655,0.31873,0.81384,-3.2844,-0.41119,-0.58662,-1.8138
-0.14909,-0.20534,-0.72086,0.93869,-2.5294,-1.1717,0.83424,-2.3211
0.94583,-0.66433,0.51171,0.88543,-3.6031,-0.76682,-1.353,-1.9132
-0.20621,2.8228,0.073686,-0.78113,-0.43848,1.1479,0.50431,-2.653
-2.8523,-2.2656,-0.38145,0.26497,-1.0109,-0.1052,0.92242,-1.6545
1.2881,-0.62735,0.29196,0.68035,-2.6379,-0.12153,-0.42444,-1.211
0.92469,-0.66547,0.50379,0.87998,-3.6234,-0.76219,-1.35,-1.9174
1.2951,-0.62656,0.29013,0.66063,-2.6467,-0.10814,-0.41369,-1.2335
-0.5656,-2.4085,-2.2466,-2.5446,-0.62613,1.0131,0.11453,-2.3699
0.76277,-0.27971,0.58783,0.6039,-2.0489,-1.7085,1.3885,-2.0682
-2.5503,-1.689,-1.5004,-0.60163,-1.9058,1.8584,-0.078087,-0.57028
1.7051,-0.37083,-1.4096,-0.65047,-1.9234,0.77972,0.47601,-2.068
0.92313,-0.38064,0.043655,0.16394,-2.8831,-1.0848,1.4706,-1.9245
0.8196,-0.4568,0.010245,0.49755,-3.3864,-0.030727,-0.25612,-1.4449
-1.7532,1.0566,-0.67844,1.4361,-2.1528,-1.9695,1.5745,-1.4392
1.1523,-0.62296,0.29223,0.68365,-2.7463,-0.12268,-0.39921,-1.273
-1.3618,2.3108,-0.0719,0.15225,-1.1099,-0.67574,0.89142,-2.5823
2.0148,-0.45371,-0.3236,-0.69409,-2.7071,0.41142,0.73271,-1.7952
1.6306,-0.51094,-0.090614,-0.45446,-2.8808,0.10966,0.46393,-2.277
-2.4117,-1.6997,-1.1149,-0.55893,-1.4472,2.106,0.2997,-0.44204
0.50346,0.1301,-2.9227,1.5807,-2.6147,0.46271,2.4107,-2.4441
1.5762,-0.36143,-1.2843,-0.43036,-1.9202,0.68857,0.37902,-2.0096
0.20804,-0.30295,-1.7395,2.5739,-1.8372,-0.3056,1.6375,-3.0469
