-1.0279,-1.2408,-1.2378,-1.7822,-0.42423,-1.0083,-1.0032,-1.0162,-1.0071,-1.6823,-1.0006,-1.0006,-1.001,-1.0486,0.68759,-1.0822,-1.0452,-1.4402,0.21693,-1.3682,-2.3628,0.79557,-1.2652,-0.33263,-1.7268,-1.9843,0.70615,-1.5349,-1.1349,-1.0655,-1.436,0.23428,-1.365
-1.0282,0.75915,-1.2378,-1.5761,-0.42423,-1.0083,-1.0032,-1.0162,-1.0071,-1.6823,-1.0006,-1.0006,-1.001,-1.0486,-1.3046,-0.88648,-1.4452,-1.4402,-1.3631,-1.3682,-0.36283,-1.2044,0.73481,-2.3091,-0.4797,-1.3443,0.046154,-0.89486,-0.13486,-1.4455,-1.436,-1.3457,-1.365
-1.0282,-1.2408,0.76221,-0.71986,-0.42423,-1.0083,-1.0032,-1.0162,-1.0071,-1.6823,-1.0006,-1.0006,-1.001,-1.0486,-0.73316,-0.55379,-1.4452,-1.4402,-1.3631,-1.3682,-0.50283,-1.1844,-1.2652,-0.33263,-0.14244,-0.40431,-1.2338,0.44514,-1.1349,-1.4455,-1.436,-1.3457,-1.365
-1.0282,-1.2408,-1.2378,-1.4409,-1.4948,-1.0083,-1.0032,-1.0162,-1.0071,-1.6823,-1.0006,-1.0006,-1.001,-1.0486,-1.3007,-1.0743,0.55482,-0.44022,-1.3631,-1.3682,-0.36283,-1.2044,0.23481,-2.1444,-0.67578,-1.8443,-1.1338,-1.4749,-1.1149,0.39445,-1.416,-1.3457,-1.365
-1.0282,-1.2408,-1.2378,-0.71986,-2.3838,-1.0083,-1.0032,-1.0162,-1.0071,-1.6823,-1.0006,-1.0006,-1.001,-1.0486,-0.90928,-1.0822,-1.4452,-1.4402,0.63693,0.63178,-2.3228,-1.0844,-1.2652,-0.33263,-1.7268,-1.9843,-1.1738,-1.5549,-1.1349,-1.4455,-1.436,0.65428,0.63505
-1.0282,0.75915,-1.2378,-1.5761,-0.42423,-1.0083,-1.0032,-1.0162,-1.0071,-1.6823,-1.0006,-1.0006,-1.001,-1.0486,-1.3046,-0.8943,-1.4452,-1.4402,-1.3631,-1.3682,-0.36283,-1.2044,0.73481,-2.3013,-1.264,-0.0043125,-1.2938,0.44514,-0.61486,-1.4455,-1.436,-1.3457,-1.365
-1.0282,-1.2408,0.76221,-0.71986,-0.42423,-1.0082,-1.0032,-1.0162,-1.0071,-1.6823,-1.0006,-1.0006,-1.001,-1.0486,-1.1245,-0.90604,-1.4452,-1.4402,-1.3631,-1.3682,-0.36283,-1.2044,-1.2652,-1.3993,-1.3738,-1.2243,-1.2338,-0.77486,-1.1349,-1.4455,-1.436,-1.3457,-1.365
-1.0282,-1.2408,0.76221,-0.71986,-0.42423,-1.0082,-1.0032,-1.0162,-1.0071,-1.6823,-1.0006,-1.0006,-1.001,-1.0486,-1.3007,-1.0822,-1.4452,-1.4402,-1.3631,-1.3682,-0.36283,-1.2044,-1.2652,-0.56792,-1.4679,-1.6843,-1.2738,-1.2349,-1.1349,-1.4455,-1.436,-1.3457,-1.365
-1.0254,-1.2408,-1.2378,-1.6868,-2.4242,-1.0082,-1.0031,-0.99025,0.99287,-1.6823,-1.0006,-1.0006,-1.001,-1.0486,-1.3007,-1.0822,-0.44518,-0.44022,-0.36307,-0.36822,-0.36283,-1.2044,-1.2652,-2.1522,-1.5621,-0.0043125,-1.2938,-1.4749,-1.1349,-1.2655,-1.256,0.47428,0.45505
-1.0282,-1.2408,0.76221,-1.5873,-0.42423,-1.0083,-1.0032,-1.0162,-1.0071,-1.6823,-1.0006,-1.0006,-1.001,-1.0486,-0.81535,-1.0861,-1.4452,-1.4402,-1.3631,-1.3682,-2.3428,-1.1644,-1.2652,-0.33263,-1.664,-1.9243,-1.2538,-1.4749,-1.1349,-1.4455,-1.436,-1.3457,-1.365
