16613621;69
16388979;168
7200576;126
11726372;45
3497621;203
11820836;170
2245365;215
7739034;205
2585310;20
9063429;131
4043823;185
8340224;197
13864232;100
11771494;225
3550542;133
6141106;38
16679706;11
3638763;157
5330678;43
1438621;228
14535757;76
9837354;104
1955687;37
7911893;136
8888883;203
14750047;112
1091460;171
9166691;141
9903592;15
13232397;89
5745705;205
5433695;114
11544199;18
8675624;166
6080560;115
8809117;177
304717;171
6052936;135
651095;138
1760681;107
6108012;82
4488953;212
7645634;87
6937170;250
9246595;190
3497756;231
12248235;106
15956610;53
10429498;99
15284736;80
9667081;118
5806580;248
1150777;208
9197367;22
4132509;174
11238165;29
3383312;99
6821554;124
5589262;199
4187902;2
11340063;69
1809805;69
8102842;77
3773580;135
13457793;140
8740856;125
11135497;219
15814237;227
10278713;231
3681794;148
14235088;31
6924437;31
3080740;103
11438375;195
9352635;104
9829374;21
14755504;183
4764885;105
6439989;84
6457641;76
11399099;50
4801315;247
5360084;44
4287088;26
7472623;198
1233224;148
14184150;221
12704280;173
12172020;89
11368916;6
9761715;231
13115767;214
3862802;172
5926322;143
12160930;248
8546316;164
13084700;162
10123807;105
55899;157
13785478;231
