14722291;119
3593476;58
11272969;249
5364492;62
15259782;192
10278713;199
651095;154
8888883;26
13307627;174
10668281;149
10241704;115
16511036;152
1760681;6
11238165;169
4786966;223
1025571;211
6052936;17
13084700;253
6080560;187
6821554;59
4353624;238
10951431;147
2217382;71
9164974;162
15284736;164
11685024;217
14614675;242
16576258;166
1543149;26
4757934;112
8809117;136
13785478;236
1878211;73
6924437;94
2996560;191
14451224;112
11726372;226
11613607;207
11399099;24
11135497;160
3681794;185
13232397;134
13864232;131
6132977;123
14750047;100
8675624;87
1091460;220
14666482;91
459958;122
7895716;92
8168544;168
1776908;47
3663125;66
1154598;188
1635066;55
10491328;246
9044276;114
8935484;176
6937170;100
9591438;24
11052374;60
14628752;216
3323387;108
9829374;212
1809805;28
11544199;218
7739034;190
14184150;246
12160930;158
12766222;124
6294337;28
5638755;179
9071612;115
3638763;107
8876018;228
4619496;249
14043884;56
9535206;75
14978981;231
199421;232
15281262;1
15963940;27
9903592;76
3996489;22
2757761;157
15341701;157
9166691;41
2245365;171
1729446;22
1150777;85
4187902;102
15814237;178
9837354;89
9352635;211
16679706;140
9667081;61
1089245;184
8505711;18
10368874;23
5266758;84
