-1.9072,2.8702,0.41153,0.63314,-0.30186,-0.28372,0.17411,-2.0178
-1.7649,-1.6521,-0.9646,-1.2422,-1.2604,1.7996,0.65888,-2.0337
-2.069,2.9439,-0.2847,0.47237,-1.2621,-0.76,-0.2569,-2.3502
-2.0286,-1.2451,-0.71808,-0.71416,-1.2158,0.18885,1.9387,-2.3677
-1.5428,2.5694,0.011266,0.18725,-0.89924,-0.28951,0.13152,-2.4838
0.84639,0.79572,0.62155,-0.2265,-2.3124,0.28216,1.2802,-2.2003
1.1748,-0.47315,-1.7314,2.7688,-1.332,0.83611,0.077011,-2.1432
1.9162,-0.52995,-1.8342,2.4043,-0.7945,1.213,0.22807,-1.6277
2.4809,-0.43964,-3.1882,-0.55792,-0.94976,-0.017813,0.17599,-1.7209
2.2262,-0.5689,1.1281,0.48234,-0.38665,-0.73106,-0.32805,-1.4334
1.684,-0.035462,-3.2988,-0.43281,-1.641,-0.62525,0.55869,-2.1129
-0.58654,-0.11313,-1.7121,2.824,-1.4412,0.35302,1.2878,-2.2597
-1.2404,2.8861,-0.12781,-0.52621,-0.5649,-0.11851,0.50298,-3.2109
2.1565,-0.52466,0.63042,-0.59426,-1.3613,-0.23983,0.63879,-2.5808
-3.0281,-2.2427,-0.76827,0.21824,-1.5361,-0.37441,0.52894,-1.8622
-1.5126,2.9131,-0.094387,-0.35506,-0.71579,-0.22238,0.48341,-3.1714
-0.85298,-1.9796,-1.7074,-1.8947,-0.8557,1.5427,-0.041705,-2.0635
0.5566,-0.41366,-1.8898,2.7497,-2.2497,0.46697,-0.3221,-2.865
-0.30371,-1.5265,1.1715,0.44792,-0.40033,-0.37918,1.0546,-0.95922
2.0575,-0.91096,1.4563,1.0055,-0.93453,-0.11695,-0.080846,-1.2246
-2.503,-1.6374,-0.50513,0.26149,-1.1321,-0.27088,0.369,-1.8025
-1.6917,2.8772,0.0073157,0.05076,-0.71522,-0.29285,0.12789,-2.7858
-0.14769,0.083049,-1.5989,2.9177,-1.5868,-0.037827,0.83246,-2.7499
2.1781,-0.65295,1.2056,0.57878,-0.56878,-0.5134,-0.19818,-1.4397
2.2089,-0.525,1.1284,0.48088,-0.35942,-0.72664,-0.33343,-1.4327
2.3844,-0.42347,-3.5543,-0.8327,-1.1189,-0.5062,0.091136,-1.8495
2.5769,-0.50536,-3.1467,-0.43602,-0.75365,-0.29094,0.00063237,-1.6501
1.2242,-0.41506,-1.8754,2.0664,-1.6828,0.96843,0.56869,-3.1376
2.5057,-0.44775,-3.168,-0.54191,-0.90498,-0.024868,0.16419,-1.7079
-1.8614,-1.8667,-0.82885,-0.55844,-1.3093,0.055445,0.71865,-2.9053
0.35708,-0.7255,-2.2989,1.2265,-1.8077,-0.64948,-0.92987,-1.6368
0.72488,-0.42957,-2.281,1.3276,-1.8779,-0.77207,-0.9471,-1.6248
2.1102,-0.89763,1.4627,0.97094,-0.84837,-0.11741,-0.07139,-1.254
1.3023,-0.40835,-1.919,1.9776,-1.6247,0.98483,0.59141,-2.9516
2.4429,-0.54494,-3.0364,-0.40346,-0.33465,-0.76127,0.056756,-1.7005
1.5153,-0.30928,-1.8084,2.6403,-0.92179,1.1133,0.34055,-1.6177
-2.3911,-2.4206,-0.7261,-0.047813,-1.5332,0.81879,-0.95382,-2.024
-1.8325,2.9144,-0.23982,0.50865,-1.3373,-0.70297,-0.37738,-2.3804
0.57282,-0.36057,-2.4549,1.7146,-1.4893,-1.4065,-0.87398,-0.93507
