0.9171,-0.59276,0.32393,0.47505,-3.7731,-0.62819,-0.93728,-2.3343
2.1263,-0.63939,-0.1714,-1.3049,-1.7078,0.83837,1.2116,-1.6178
-0.23939,2.2085,-0.51068,-1.1506,-0.56261,0.68208,-0.66503,-3.2681
1.8877,-0.51316,-0.30684,-0.64961,-2.8158,0.34651,0.56643,-1.9291
1.2744,-0.61534,0.26049,0.54768,-2.7201,-0.11631,-0.3358,-1.423
1.2951,-0.62656,0.29013,0.66063,-2.6467,-0.10814,-0.41369,-1.2335
0.1951,-0.3976,-0.60787,1.0681,-2.5199,-0.16407,-0.7694,-2.1059
2.2238,-0.56769,-0.43606,-0.82686,-2.5726,0.49826,0.57934,-1.6961
1.4733,-0.56893,0.16967,-0.28234,-2.8652,-0.15014,0.3516,-2.692
1.1306,-0.54453,0.18043,-0.083932,-3.146,-0.19367,0.16426,-2.6606
2.2222,-0.56828,-0.43097,-0.82152,-2.5751,0.50131,0.57862,-1.6942
-0.15483,2.6666,-0.16428,-0.72544,-0.31566,0.37884,-0.95586,-3.3114
2.2322,-0.58357,-0.43048,-0.83013,-2.5358,0.49532,0.57244,-1.691
1.2629,-0.5782,0.16978,-0.10307,-3.0768,-0.24125,0.017051,-2.6748
2.2068,-0.55572,-0.47243,-0.89316,-2.6408,0.51688,0.62737,-1.764
2.2656,-0.57426,-0.42801,-0.85881,-2.5344,0.49973,0.6007,-1.7351
0.86829,-0.50859,0.51778,0.86272,-3.634,-0.7646,-1.3897,-1.9422
0.94583,-0.66433,0.51171,0.88543,-3.6031,-0.76682,-1.353,-1.9132
1.2881,-0.62735,0.29196,0.68035,-2.6379,-0.12153,-0.42444,-1.211
1.2951,-0.62656,0.29013,0.66063,-2.6467,-0.10814,-0.41369,-1.2335
1.7051,-0.37083,-1.4096,-0.65047,-1.9234,0.77972,0.47601,-2.068
0.8196,-0.4568,0.010245,0.49755,-3.3864,-0.030727,-0.25612,-1.4449
1.1523,-0.62296,0.29223,0.68365,-2.7463,-0.12268,-0.39921,-1.273
0.98658,-0.63923,0.45425,0.70419,-3.6604,-0.73678,-1.2224,-2.115
2.0148,-0.45371,-0.3236,-0.69409,-2.7071,0.41142,0.73271,-1.7952
1.6306,-0.51094,-0.090614,-0.45446,-2.8808,0.10966,0.46393,-2.277
2.1551,-0.55291,-0.46013,-0.82292,-2.6717,0.50777,0.59669,-1.6976
2.0401,-0.90287,1.444,1.0084,-0.91779,-0.10284,-0.052396,-1.213
2.2262,-0.5689,1.1281,0.48234,-0.38665,-0.73106,-0.32805,-1.4334
2.4523,-0.58076,-0.8665,-1.3292,-2.3238,-0.10531,0.43845,-1.9065
2.1567,-0.54315,-0.49242,-0.90604,-2.7287,0.53756,0.65159,-1.7852
2.1563,-0.54176,-0.49745,-0.9168,-2.7359,0.53982,0.6592,-1.7962
1.0824,-0.5872,0.28386,0.69788,-2.849,-0.13973,-0.39248,-1.3213
2.056,-0.51584,-0.46865,-0.82042,-2.6937,0.30809,0.59373,-1.8252
1.4354,-0.18161,-0.30641,-0.47385,-3.3099,0.18269,0.93993,-2.0339
2.2922,-0.59252,-0.38973,-0.83283,-2.4768,0.49753,0.59049,-1.7209
1.9713,-0.48784,-0.31872,-0.69756,-2.7288,0.35964,0.644,-1.9028
1.2823,-0.6109,0.25456,-0.038741,-3.7311,-0.61266,-0.6698,-2.8446
1.3675,-0.63749,0.28052,0.65448,-2.5751,-0.081968,-0.41829,-1.153
1.4541,-0.33312,-0.0427,-0.36832,-3.0146,0.066953,0.74012,-2.2678
