6947580;6;136
14598403;0;93
6059477;1;145
6060472;9;1
6055255;6;74
8485877;6;2
13996092;1;186
3240709;7;235
4813763;3;15
3837142;6;245
11477131;8;178
2374351;6;214
12979553;9;126
9118574;8;84
4656964;1;115
1365063;9;248
10214626;2;248
6319032;1;147
12123872;7;175
4615910;7;160
8253948;7;81
16585715;9;26
1354488;9;215
11143970;5;212
7620861;3;70
6156365;9;68
1365063;0;179
6324135;1;55
15454404;9;62
5682222;8;16
7093170;5;177
11441811;9;223
8914394;5;253
4243070;3;234
5748216;4;201
6060472;2;12
10879516;8;143
15034029;3;176
3837142;2;140
15326130;3;244
11575392;0;213
12904699;6;4
15508430;9;175
7150972;1;73
8036504;8;98
3132285;4;53
5967422;5;240
16318456;5;139
15544130;5;25
2585918;8;44
1325997;5;47
6953311;7;95
5757549;6;124
6519949;2;55
10140134;5;53
4928605;6;71
6828152;3;220
8201866;6;104
13726441;3;62
15872675;1;90
16145908;8;112
16585715;9;52
16393140;8;105
12355934;9;104
8412363;7;216
16408793;3;155
11040819;3;123
2977998;8;115
15767054;1;185
4897273;5;227
7126813;1;188
11565116;9;47
9390836;3;58
15358545;1;220
8591949;2;182
7827910;9;103
8548744;4;68
11496738;9;202
9461345;5;148
9553783;3;95
3883743;3;123
9595921;9;196
14370382;5;101
10613110;4;28
13616038;3;255
8080025;1;89
2578305;7;69
7897365;6;180
15252124;9;226
2860464;0;118
16481044;8;46
3706015;9;159
13173714;1;104
16062597;1;0
6393476;6;44
5070124;2;223
8543114;5;255
13532701;2;48
510876;0;158
15091164;8;243
5079610;3;6
3260989;4;203
9986267;3;242
4283393;2;187
1837113;2;53
2392946;2;109
6790060;5;125
4003076;4;241
15777657;1;20
8798677;6;254
15313292;4;41
6656842;2;110
2915379;3;40
2182811;5;219
2569674;8;87
12032136;1;8
1045654;6;197
12299186;5;0
13066412;9;130
12478012;7;114
1299158;5;80
8412363;7;48
16619610;0;59
12315538;2;140
13991082;3;97
10173473;4;36
606867;9;195
13281792;6;97
10784088;9;145
2478487;7;159
732391;1;205
11969947;2;79
14320444;3;49
9709172;7;196
2535564;3;187
2246598;4;221
11918610;1;237
2514676;4;9
15034029;9;66
15279645;7;214
4174503;3;240
270220;3;119
9118574;2;117
13603278;0;73
2789518;7;234
5546598;9;33
5648683;4;181
8397324;0;163
5104725;3;80
5724331;1;220
4283393;8;173
3377782;1;39
2473158;2;227
16294553;8;163
7143024;2;29
1955622;2;186
10339695;2;141
106264;9;207
1977317;0;246
10663528;0;128
11153142;1;229
6317344;4;34
12249417;7;167
12742660;1;200
9055611;7;115
11457854;0;146
7436223;4;6
14889148;9;96
8044699;9;205
2468727;8;217
6259776;7;208
8702218;8;27
7888466;3;38
12725345;8;64
10064454;9;65
13557166;6;153
13070760;4;62
4495603;4;219
8172741;3;192
6454069;2;140
11228432;6;214
13075589;1;209
14024892;9;247
9510430;4;66
7123354;9;66
13903595;4;252
7948707;2;141
6999500;1;92
5954318;2;87
5522633;4;101
8456875;4;115
5425817;6;41
1927413;8;253
7754086;8;111
4159586;3;137
6444997;0;121
5748136;7;184
1912590;2;51
8396502;4;253
9510430;4;203
13486193;7;165
1627202;5;45
12003210;4;139
6055955;5;156
11552799;0;90
11147424;1;140
10016855;2;172
13012384;8;251
5927060;0;105
7213192;1;255
2282163;2;254
11124935;7;101
817792;5;220
14599137;6;136
1801631;9;204
8914394;6;252
5522633;5;183
109956;4;81
10599323;5;190
16139551;5;127
7323490;3;108
3619728;6;30
1179059;8;176
4669337;0;66
11376370;3;244
727308;5;97
9340060;4;90
6387543;5;179
14199048;6;56
12669217;8;134
8382355;6;242
12947535;8;69
6870233;3;75
15021635;3;10
3781850;7;121
13833905;2;122
13833905;8;10
10507304;7;211
7506540;4;136
15873160;2;202
3190172;7;230
8537809;4;204
1128497;8;180
11648492;5;169
8428923;3;19
14809616;8;106
11736805;2;210
10314833;4;136
16654410;5;141
7202825;7;69
2329559;8;244
16654410;4;174
5687586;2;78
15942443;4;14
16655784;1;250
5507853;0;116
14597944;6;191
2394967;8;54
10471335;0;248
180853;0;117
10696307;8;52
6931230;9;85
6666122;2;173
13353435;9;136
5901236;5;210
8129972;5;121
6577550;8;221
6195186;5;79
3900783;3;200
14050672;2;127
110684;8;115
11977563;6;45
16638150;2;65
9486887;7;99
9352625;2;244
1781739;6;115
13568698;7;230
9664256;6;195
2864667;2;155
781040;0;245
2412549;4;145
2802891;0;82
6748630;1;165
11582231;4;9
12123872;2;58
15216022;5;83
16646383;3;136
12090944;8;153
11972851;5;148
4517427;4;8
12212659;5;57
7632660;1;11
11488104;7;139
2441009;6;211
14572398;3;11
12003961;0;117
5724538;2;85
6067719;9;190
7833409;5;68
3318802;6;243
3751900;3;89
13024071;1;9
862758;2;241
2424243;0;133
7146115;1;126
567591;3;114
2870871;2;196
4548089;2;224
5389332;0;78
13523033;4;138
8305153;2;171
10348146;3;212
1158752;9;163
7129896;2;46
15631523;7;209
4166700;9;105
4078677;3;178
6577550;0;232
8172741;6;145
13671201;8;194
12322774;8;252
13976202;0;143
3226160;3;91
655999;2;166
6563661;2;2
5621660;3;106
4749573;4;148
867267;3;27
3990516;6;55
3619728;1;59
15063802;5;116
4980320;3;39
12936744;1;204
1128497;0;94
6395116;0;18
5740184;8;12
3684306;1;78
7454753;4;75
13393270;7;109
7135084;2;199
6035816;2;83
12935668;1;233
1516936;9;55
401503;5;108
15476742;1;249
13798849;7;103
14071615;0;41
15447540;1;90
732391;1;165
1531932;8;196
8685856;5;80
12090944;4;46
11300189;1;114
6441953;1;29
15620659;4;5
5724331;4;51
2110156;0;84
781040;3;55
7213549;9;176
14980929;0;111
3536651;9;144
5334379;1;74
16431713;3;37
4883123;1;222
1103223;1;210
12686242;0;234
180853;8;188
4980320;2;199
6427483;8;216
7345814;9;212
6355479;3;49
6878031;2;176
5253878;5;139
6173364;2;14
1354488;8;65
14249387;7;21
8037648;7;146
1418148;6;21
13553640;9;1
2789518;3;105
10627706;8;152
15810029;4;63
4482062;5;250
12106956;8;83
2394967;3;238
5514056;3;36
12361335;8;16
9297512;1;117
457766;4;227
8697623;8;179
5973289;9;242
16316047;9;68
8865644;0;76
8726387;1;167
2363572;7;15
9927047;6;66
11153142;1;171
2615168;4;54
3226160;2;145
7781407;7;167
4243070;2;4
603194;7;9
9768724;3;169
10988077;3;162
433319;8;143
9297346;1;61
2478487;1;255
7385016;7;40
13273425;7;196
10341286;3;176
5926380;3;149
4524915;7;236
11612701;7;235
6978119;4;138
5008975;2;56
325800;7;216
8702218;5;152
8544087;1;158
11648492;9;125
10546214;9;123
6756573;6;217
10706195;4;142
3990516;2;191
16372725;4;115
3706015;7;195
16016656;2;79
7226082;0;21
6584764;6;45
9727918;8;55
10339695;5;238
10023248;8;167
10690051;1;59
6427483;6;217
6035816;7;155
11656297;8;69
9383435;0;229
5376422;3;26
9859777;7;97
4383052;9;175
11565116;8;253
10346175;1;1
2939710;1;47
4879809;2;220
2798265;3;10
1621707;6;163
14224564;3;181
2890820;5;243
11321675;7;101
464129;1;41
14676692;3;94
7778659;9;249
4435195;0;250
2173519;2;105
1253793;2;195
3478432;9;249
4695732;9;61
2630779;6;49
5882953;5;237
13181446;7;145
10897611;3;56
4425681;9;19
16255894;2;122
8561633;6;52
10314833;2;212
14071615;4;160
11525298;8;88
7081790;0;233
11270464;1;189
16399250;8;142
433319;2;248
7706215;3;124
8253948;6;21
11279636;5;47
1503531;6;52
11525965;9;30
15461967;7;236
4495603;7;54
6201909;3;168
9555387;1;78
3240709;0;163
13323660;7;204
3136871;4;74
16546319;4;99
10587828;0;193
1200306;2;172
7032635;7;186
13721704;1;10
6973321;8;63
2478487;4;154
16431713;5;113
9668408;4;85
10750185;7;59
389618;0;186
11108676;6;66
15886553;8;114
7623757;2;33
7512355;2;81
6581290;8;5
16134156;6;222
2812338;4;31
4853959;0;98
3041207;9;103
5848349;5;182
16402904;6;182
13005743;6;171
16631008;0;194
7193082;4;162
5637863;7;186
3867222;1;19
4656964;0;245
7842190;6;195
15041644;6;58
5967422;5;118
7123354;2;83
5232886;9;182
7213549;7;78
13420506;6;34
16579036;8;219
6191273;2;19
9297512;4;169
1568422;7;128
16013499;0;86
4820188;3;172
14686279;2;173
3955774;9;71
5679321;6;82
8074093;6;104
10214626;1;195
2721099;1;29
6978119;8;100
15810029;0;108
1090310;7;234
15047496;5;241
7842190;6;36
1470214;8;129
5352836;6;142
1432255;5;124
15835930;1;100
7127810;2;79
13150646;3;102
14086061;6;251
12098947;1;154
14648515;0;52
9709172;5;209
7842190;2;150
9501366;0;30
10074112;3;117
5882953;3;90
1155452;3;92
12212659;6;113
5371821;1;234
9398036;5;102
5901236;1;23
1801923;5;76
15091164;5;220
3542241;6;71
14793796;5;192
3132285;6;218
7917137;5;223
10691993;1;71
6943820;0;79
4491977;6;84
5038551;1;219
3403202;4;132
3752843;0;13
8460169;6;88
14775303;2;234
4159586;5;67
15035760;2;86
15644118;4;0
9270009;0;148
6514824;7;183
7404186;7;41
15170174;1;255
3458168;2;104
8938541;7;239
4909373;5;116
6676553;1;3
10872625;1;155
13720010;0;140
11245258;9;119
6458759;5;60
10750185;3;87
16546319;8;194
9732601;5;223
1807796;3;163
7226082;5;130
1262152;5;208
3955109;6;209
14580494;3;238
9243816;2;131
13323660;0;84
10483889;1;141
9056168;7;21
12527019;0;114
6173364;6;41
6243997;9;211
14050672;6;89
2842031;5;76
4394109;7;128
14134207;3;233
12315538;5;128
10552961;0;111
7081790;8;55
15799501;2;251
4879493;0;115
6904065;2;41
9727788;4;95
6519949;4;80
2277554;9;38
4243070;1;140
6915169;8;245
4759387;6;207
3821219;5;76
3111966;0;34
4159586;8;195
13038015;6;105
15472009;1;59
16683114;6;232
6348530;4;111
11488104;4;100
7948707;4;219
11051927;6;84
6519090;7;68
16410395;4;148
2721099;3;57
1791823;3;123
16252986;7;12
3250149;4;218
9856320;9;161
12220477;4;113
14597806;0;235
1132341;2;65
748534;3;202
7093170;7;16
333338;2;189
15833206;1;221
11972851;6;170
14525459;8;195
12784587;5;42
2067575;1;217
16294553;7;101
13343192;2;184
13527170;8;0
15233196;6;220
7961900;4;219
7278986;7;18
7713530;3;62
5876119;0;144
11458044;6;148
9891327;9;84
8548744;7;111
2033983;1;243
10523084;8;231
13944951;5;93
9179585;7;40
2361067;1;93
5241203;7;83
5404546;3;60
9073284;5;181
7591999;4;102
2769365;4;26
12478012;1;31
563567;8;212
6427483;4;184
7650359;7;56
11694049;4;251
12043806;6;2
13305189;5;11
10615150;4;65
7843843;8;147
7299642;2;84
10784088;0;32
8044699;3;42
14111000;2;224
4328295;8;146
15052785;2;237
7754582;3;49
11747785;9;16
566376;5;234
12254796;9;165
11588529;5;59
12289993;0;15
3268473;9;167
11019148;2;244
11270464;6;97
12254796;3;102
7061767;4;1
11247109;4;32
6554115;4;97
8580369;5;254
6173364;6;69
1621707;7;117
11246412;4;110
9210446;8;31
10014963;3;237
14983942;8;88
16776654;3;159
12956379;1;8
5757549;4;157
4853959;4;67
16352367;6;53
13741767;3;129
3565554;6;198
3596343;4;29
2585818;2;110
4839574;5;158
10158349;8;234
9709172;0;93
11918610;2;41
4383052;6;124
6581401;1;233
5862233;8;46
9571103;9;232
10062781;7;159
3589031;3;239
10375855;4;224
5967422;9;148
7177219;1;55
6229451;5;118
14353598;0;235
7071083;7;148
8537809;7;9
12249417;6;124
14747283;8;36
5093439;8;244
12007331;1;57
4447496;6;45
4548089;8;215
10160668;7;131
6829974;3;207
15833206;7;59
10113666;5;171
6156365;1;114
14254577;9;191
7684944;1;40
1631089;9;199
5425817;2;177
5600321;7;56
1815825;8;47
14347320;4;67
6748630;1;129
16177245;0;150
1395750;2;30
10812500;9;2
12822805;0;236
10476964;9;111
3686371;9;224
12424563;7;46
16090203;0;76
6866929;8;151
9962690;2;48
5927060;6;13
7922004;7;27
1496369;0;92
727761;7;208
5876868;1;222
16529123;6;68
15613591;7;53
12254796;8;136
2437801;0;49
8723450;7;253
1325997;5;236
6554115;6;5
6454022;4;200
4257463;0;32
16352367;5;116
2404793;2;221
933546;1;233
7668450;0;181
4289364;1;89
9118574;8;138
11747785;7;180
9461094;6;112
14102113;4;238
9243816;4;125
1302149;0;27
14525459;7;160
15047496;9;233
5659562;3;239
7436223;7;169
10907108;9;31
