4939661;7;123
8294801;5;105
4000575;4;164
7278267;9;56
3962605;3;232
16071676;4;224
1759438;6;47
10674469;3;157
33948;0;29
14468982;6;248
3769577;2;174
6900966;1;118
6663340;9;185
13305416;4;248
1606221;1;24
8389171;7;249
10791591;4;68
13742269;3;146
3651011;1;208
7558764;6;240
14175160;8;151
13817342;4;230
887215;1;246
2831685;8;123
1673246;0;1
11287894;5;183
10630678;9;210
10913805;1;192
37844;4;52
2081324;0;52
9870860;8;49
8150647;4;193
6753296;9;163
9232622;7;35
2365870;7;192
12599960;1;196
16134761;2;237
16300806;0;105
820649;4;136
9831353;8;72
9305186;0;171
10913805;3;233
2070217;1;96
13752119;4;7
10193435;2;71
15367156;7;110
4975902;6;244
9232622;5;125
557400;6;154
5242315;9;142
15849312;7;42
13579699;9;115
416511;4;126
1352424;4;184
12464326;4;202
14377641;2;197
5840704;1;202
1284270;5;147
13580361;0;129
9267791;8;247
2279286;9;130
2667284;6;93
16134761;2;52
4074826;3;46
8493885;1;103
10742082;0;201
9673649;5;3
9250435;9;128
10655189;1;187
3900781;5;18
13853539;7;66
6976114;3;250
863822;7;114
2723049;9;29
12603826;0;33
11270859;8;187
7136191;4;86
7853876;6;120
11807606;5;237
9931789;7;143
6977871;4;137
10327364;3;44
11659824;0;129
5904252;4;117
13723630;7;109
816975;9;204
15386406;5;75
683693;3;153
104547;6;14
14696332;6;0
13750691;5;21
14283318;8;123
9580173;1;64
1534995;5;10
8784821;7;228
16005703;6;188
11817635;5;59
4389323;4;176
7020393;2;236
12326526;9;117
10791591;1;8
13584270;5;245
8204832;9;216
13581509;0;37
11077581;2;248
14696504;3;35
11807606;1;182
13298933;2;215
11559664;4;120
10325557;4;51
15056886;2;28
1771637;8;61
7853876;3;23
11493989;9;15
6865656;6;137
8561044;7;161
11138963;4;126
7611559;9;216
11153224;4;224
2750562;3;28
12422427;1;201
11738472;7;60
13516956;0;105
16319461;2;113
13581509;9;123
7707929;8;75
564385;5;83
6209752;3;30
11102052;8;114
6169958;5;130
1985875;1;100
7690333;5;86
3726637;1;226
5159969;7;57
4552902;4;159
14357783;1;210
2515318;4;7
2106840;4;98
4157832;0;206
3603286;4;85
2070217;1;7
6256086;8;37
11916845;7;25
1576478;9;164
3462406;5;119
5904252;2;1
15251201;0;71
9580173;3;9
10720911;7;200
13516956;8;22
8025020;3;142
16318970;2;76
11854577;5;172
12297185;6;168
15797438;9;174
1406858;0;60
1287179;2;104
8449038;5;172
14859934;4;241
1296676;3;230
13071365;7;162
14196973;6;37
5161428;6;66
5989300;6;39
16423013;2;111
8133790;2;171
7211183;0;22
1279814;7;89
7201747;4;5
8709052;2;29
14972358;4;50
3163427;8;194
9485109;6;21
2175851;8;199
15078739;0;77
10097189;4;183
6062566;8;239
5242315;9;56
2490390;4;237
6240437;0;91
14526367;4;158
6088089;0;77
683693;1;108
1862950;1;177
6339605;6;212
944603;7;140
3987512;6;254
10674469;9;123
15615727;6;253
13294015;8;118
16197156;8;149
14150547;8;39
13549575;5;156
1228881;8;253
14210214;7;175
14001088;9;12
14976220;0;227
10354677;1;21
6048798;7;111
33948;0;27
8703159;1;155
14975213;8;104
8730779;1;95
4710209;1;103
5840704;4;244
9031391;7;191
1734704;7;37
31402;3;134
1259923;9;179
13750691;4;45
15907575;2;189
8334229;0;108
859972;0;102
11155360;3;133
6900966;1;109
4502636;6;212
16310633;2;231
5647880;4;16
7700088;8;58
2750562;3;188
16635610;4;108
9447404;0;15
485086;6;24
1451986;8;154
4343970;3;80
16106430;0;30
14223518;4;117
9182776;9;230
14276931;6;158
15615727;2;51
9182776;0;109
10955466;9;15
15826722;0;158
10639255;7;185
6055122;8;216
12552947;9;146
11493989;2;174
3856706;8;113
16645667;3;72
7890463;5;104
2175851;4;147
12678496;7;8
12620938;0;50
7925334;8;169
16663158;6;234
16446924;3;118
5595460;1;218
650918;5;60
14234306;4;30
12331935;1;28
7561492;3;254
12713557;2;143
7488885;9;188
9651905;8;156
7515801;4;175
16436903;8;211
1772245;8;254
7020393;1;118
16481006;7;131
8781171;6;160
454883;1;44
15797438;9;154
4296194;3;85
10127536;4;13
8387693;5;16
11659824;7;129
4923635;3;46
16407841;0;198
4918890;7;91
4968314;3;6
1985875;4;141
9773107;8;139
3016160;2;75
12925042;6;241
2166682;0;53
9249747;4;162
9174560;2;249
8561044;2;217
2563019;0;25
4825603;5;114
15827852;3;105
14594803;0;23
